Date received,Product,Company,State,Complaint Text
2024-12-06 00:00:00,Credit card,"Bread Financial Holdings, Inc.",TX,"I filed a dispute on account XX/XX/year> it reads the information has been verified as accurate, however, information unrelated to your dispute has been updated ( I DON'T KNOW WHAT THAT MEANS ) and then it says this account has been deleted from credit file but it's still on my file so I call them for the verified information and they told me they couldn't give me any information because they don't have this account on record"
2026-01-23 00:00:00,Credit card,SYNCHRONY FINANCIAL,FL,"Details of the initial dispute are included in the closed CFPB Complaint XXXX XXXXXXXX. 

Synchrony acknowledged receipt of the dispute and later responded via a CFPB response dated XX/XX/year>, stating that it had presented the dispute to the provider and resolved the matter in the providers favor. The response did not include an independent analysis of the insurance contract limitations, did not reconcile insurance payments versus patient responsibility, and did not explain why amounts exceeding the contractually permitted copays were legally collectible. 

The response included documentation that did not meaningfully address the billing error, including an unclear screenshot indicating a partial patient refund of {$350.00}, a CareCredit sales draft not signed by the account holder, and unrelated records from a different dental provider and time period. No explanation was provided as to how the remaining disputed balance was determined to be accurate. 

Because Synchrony relied solely on the providers assertion and did not conduct a reasonable independent investigation or provide a meaningful explanation addressing billing accuracy and legal collectability, Synchrony failed to comply with its obligations under the Fair Credit Billing Act."
2025-02-12 00:00:00,Credit card,GOLDMAN SACHS BANK USA,NC,"On XXXX XXXX XXXX I purchased an XXXX  XXXX  from XXXX using the monthly installment plan on the Apple Goldman Sachs card. The item was cancelled due to deliveries not being able to be made from XXXX  XXXX. Apple cancelled the order for me no problem. Goldman Sachs Apple Card refuses to remove the {$790.00} item from my bill. I have unknowingly made three monthly installment payments on the item. Goldman Sachs Apple Card refuses to refund my money. Apple has confirmed the order was cancelled and I should not be charged.

After months of speaking with the Goldman Sachs Apple Card dispute team, they refuse to remove the charges and issue a refund for the monthly installment payments I have made. Apple has provided proof to Goldman Sachs Apple Card that I should not be charged and should be refunded. The Goldman Sachs Apple Card dispute team has told me repeatedly that supervisors on their team keep entering my dispute incorrectly. I find that hard to believe. The company is engaging in unethical practices."
2024-04-29 00:00:00,Credit card,"Bread Financial Holdings, Inc.",NV,"On XX/XX/XXXX i was charged a {$30.00} late fee, on XX/XX/XXXX i was charged a {$37.00} late fee, on XX/XX/XXXX i was charged a {$37.00} and XX/XX/XXXX i was charged {$37.00} late fee. I noticed that each month Alphaeon always has something wrong with the payment website. Several times I logged on to make my payment as agreed in contract but my account would be disabled/locked and unable to log into. 

Alphaeon, comenity bank has charged me {$140.00} in late fees even when my monthly payments were not late. 

15 USC 1666b- timing of payments state that a creditor may not treat a payment on a credit card account under an open end consumer credit plan as late for any purpose unless the creditor has adopted reasonable procedures designed to ensure that each periodic statement including the information required by section 1637B of this title is mailed or delivered to the consumer no later than 21 days before the payment due date.

This creditor Alphaeon is in violation of 15 USC 1666B by considering my payments late and automatically charging me late fees for payments that LEGALLY WERE NOT LATE. I demand this creditor to prove they have reasonable procedures designed to ensure that my periodic statement was mailed or delivered to me no later than 21 days before the due date for each date of payments they considered late and charged fees on. 

I have not received my periodic statement 21 days before the due date on a monthly basis yet this creditor still automatically charges me late fees, which is in violation of my rights under the FCRA."
2025-02-28 00:00:00,Credit card,"Bread Financial Holdings, Inc.",FL,On XX/XX/year>2025 I called and paid the balance off on this card. They have now charged XXXX late fees after this payoff and will not budge. This is Comedity XXXX XXXX Card. Ive called them five times and they wont remove these fees.
2026-03-12 00:00:00,Credit card,JPMORGAN CHASE & CO.,CA,"I purchased a car, a XXXX XXXX XXXX XXXX, with my credit card from Chase Bank, from XXXX XXXX in XXXX XXXX, CA. I did not receive the car on the day I purchased it ; instead, I picked the car up the next day. One day later the transmission went out, and I contacted the car salesman, who asked me to bring the car back. I immediately contacted the bank before I received the car back, and then I asked the salesman whether I could receive a loaner car because I travel to work and must have reliable transportation. I was given an old, outdated XXXX XXXX that also had problems. While I had a loaner car, I was working with Chase Bank to return my funds to my credit card, and I could return the loaner car. Instead, the bank took too long and paid XXXX. I picked up the car and have complained to the bank by filing a formal complaint to return the funds to the car permanently. The bank removed the funds and did not explain that it was a temporary removal, as I explained that the car is under the lemon law clause for the state of XXXX Vehicle Sales for Consumer Protection. The bank ignored the violations of my rights and 6 months later returned the funds to my card, causing the card to be overdrawn by {$9000.00}. I filed another complaint with Chase Bank to prove I was approved for a home loan first, and then the {$10000.00} credit became an option, while I waited on another Loan Adviser to help me secure my loan for the purchase of my home, as a first-time home buyer. Months down the line, and after I was told the Banker and Real Estate Agent, who was the same person, no longer worked there. By this time, my credit was ruined because of the overdraft and my refusal to pay without lawyer representation to show all of the transactions that took place, causing me to have bad credit and a lemon car that has too many issues to fix because the issues are more than the car is worth. This included the tires that must have dry rotted, causing the front passenger side tire to dry rot and explode, and blowing out part of the fender and bumper, further causing the headlight to be exposed and dangle if unsupported. I want Chase Bank, XXXX, XXXX XXXX, CA, and XXXX XXXX to remove the car from my credit card. I will return the car and then pursue Chase Bank, removing the credit card from my credit and financial profile immediately and permanently for their mistakes. The records of conversations and the return of the vehicle for repairs is proof that XXXX and Chase Bank worked together and illegally made this my fault and once they did not follow the Consumer Buying Protection Laws as : CARS Act ( SB766 ), which provide transparency in pricing, prohibit "" valueless '' add-ons, and mandate a 3-day return policy for used cars under {$50000.00}."
2026-03-08 00:00:00,Credit card,Exto Inc.,MD,"XX/XX/XXXX. 2026 I tried to make XXXX purchases from XXXX by XXXX. XXXX was for a moto G 2026 and the XX/XX/XXXXpurchase was for a XXXX XXXX with a {$30.00} phone plan. Both purchases were timed-out on my computer meaning they didn't go through and the website said "" sorry the page you requested can not be reach '' but the charges went through to my card. XX/XX/XXXX XXXX contact Atlas Rewards Credit Support and was told by XXXX i would have to wait XXXX days. XX/XX/XXXX I contacted support again and was given the same answer. XX/XX/XXXX i tried contact again was told the same script without any effort from customer support when its clearly been past XXXX at this point. XX/XX/year> customer support is just simply ingoring my request at this point, no one is responding and this is very unprofessional and nerve racking honestly to have people like this having access to our info"
2025-10-17 00:00:00,Credit card,"CITIBANK, N.A.",CO,"I had a renewal on my Best Buy protection plan that I was not notified of, and CitiBank subsequently charged me {$90.00} in late fees. I paid my first installment and requested that 1 ) subsequent payments be made through an automatic withdrawal, and 2 ) that statement be mailed to me.

The payments are still requiring manual payment, and yet CitiBank is not sending me monthly statements."
2026-06-23 16:42:22,Credit card,U.S. BANCORP,FL,"I sent a payment of {$2400.00} to the wrong credit card. Both credit cards are held by US Bank, XXXX business and XXXX personal. 
First contact XX/XX/year> XXXX XXXX The following day, I requested that the money be transferred to the correct card ( the business card ). I was told that this could not be done and I would need to wait for them to refund the money to me. This could take XXXX to XXXX business days. It would be returned the same way that it was paid. I waited the days and called back. 
Call XXXX I reported that I had not received the money. The representative told me that it could take from XXXX XXXX business days. While waiting for the days to pass. I researched on the internet and found out there policy was that if the request is submitted in writing that it takes XXXX business days. 
BBB- Made a formal complaint with the Better Business Bureau XXXX 
Chat conversation- I took this approach so that it would be in writing. Still did not receive the money. 
Call XXXX Representative informed me that the check would be received within XXXX business days and that the money had been sent. No money was received and the account balance still showed a {$2400.00} credit. 
Call XXXX Today XXXX Regular representative answered and it seemed like the same nonsense and I asked to be escalated to a supervisor. XXXX, the best customer service representative, which admittedly had to handle me with kid glove. Because at this point, I am beyond XXXX!!! I find out that a representative canceled my request for my refund ( which I absolutely did not do ) and that the money could have been transferred to the other credit card from the beginning. XXXX expedited my request by email and explained that I may want to follow-up on XX/XX/year> to verify the process has been completed. 
This has been XXXX of the most terrible customer service failures that I have ever experienced as a customer ANYWHERE. I have been, what I thought was a great customer, paying my bills on time and communicating any issues that I experience with the institution. I am at a loss of words for how devalued and taken advantage of as a customer. Is the interest earned on holding my money XXXX for and entire month really worth this? All money charged is processed instantaneously, but a customer has to wait 30 days to receive an overpayment back? This is abuse and an imbalance of the haves and the have nots ( or haves less ). Honest, hardworking people deserve more respect than this. To image that US Bank would hold my money for a month while I have another credit card with them with an outstanding balance that needs paying. This seems quite intentional and at the least is an EPIC FAILURE BY US BANK!!!"
2024-02-26 00:00:00,Credit card,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,I have two Bank of America credit card and I am not using them because of the difficulties I have had with these Bank of America liars in the past. Although I still have the cards and did not send them in because I understood that if you closed the account this would hurt my FICA score. However Bank of America lowered my credit limit and reported this to the credit bureaus which had them lower my credit score/rating. I have paid the Bank of America Credit card off in full and by their actions of saying they have reduced my credit limit my XXXX went down. Is there any way I can correct this bogus action by Bank of America?
2024-04-06 00:00:00,Credit card,AMERICAN EXPRESS COMPANY,CA,"I was a victim of an email scam. Asked by what I thought was a friend to do a favor and send some money to a third party. Did so turned the request came from someone impersonating my friend. 
XXXX XXXX XXXX and XXXX XXXX both say too bad we can not help you."
2023-11-05 00:00:00,Credit card,WELLS FARGO & COMPANY,GA,"Dear XXXX XXXX XXXX WELLS FARGO, I have recently become aware of a claim being made against ( XXXX XXXX ) by the attached correspondence from WELLS FARGO. Please provide proof of your Legal and/or Equitable chose in action ( YOUR RIGHT TO HAVE ACERTAIN SUM OF MONEY PAID ON DEBT ) upon seven ( 7 ) days of this notice, as well as the associated chose in action insurance policy/ies. I am also requesting the governing XXXX instrument. Thank you for your prompt consideration and understanding of the agreement in good faith. Sincerely, XXXX XXXX"
2024-03-31 00:00:00,Credit card,Synovus Bank,GA,"First Progress has closed my account and listed it as a charge off. If the account is charged off then the balance that is owed should be refunded to me per federal law. First Progress has made no attempt to refund the money owed to me even though they do have my mailing address and name. They have however been selling this derogatory information to XXXX, XXXX, and XXXX to damage my consumer report and prevent me from obtaining credit that is rightfully my right to receive. 

XXXX Treatment of credit balances ; account termination. 
( a ) Credit balances. When a credit balance in excess of {$1.00} is created on a credit account ( through transmittal of funds to a creditor in excess of the total balance due on an account, through rebates of unearned finance charges or insurance premiums, or through amounts otherwise owed to or held for the benefit of the consumer ), the creditor shall : ( 1 ) Credit the amount of the credit balance to the consumer 's account ; ( 2 ) Refund any part of the remaining credit balance within seven business days from receipt of a written request from the consumer ; ( 3 ) Make a good faith effort to refund to the consumer by cash, check, or money order, or credit to a deposit account of the consumer, any part of the credit balance remaining in the account for more than six months. No further action is required if the consumer 's current location is not known to the creditor and can not be traced through the consumer 's last known address or telephone number.

( b ) Account termination.

( 1 ) A creditor shall not terminate an account prior to its expiration date solely because the consumer does not incur a finance charge.

( 2 ) Nothing in paragraph ( b ) ( 1 ) of this section prohibits a creditor from terminating an account that is inactive for three or more consecutive months. An account is inactive for purposes of this paragraph if no credit has been extended ( such as by purchase, cash advance or balance transfer ) and if the account has no outstanding balance.

( c ) Timely settlement of estate debts ( 1 ) General rule.

( i ) Reasonable policies and procedures required. For credit card accounts under an open-end ( not home-secured ) consumer credit plan, card issuers must adopt reasonable written policies and procedures designed to ensure that an administrator of an estate of a deceased accountholder can determine the amount of and pay any balance on the account in a timely manner.

( ii ) Application to joint accounts. Paragraph ( c ) of this section does not apply to the account of a deceased consumer if a joint accountholder remains on the account.

( 2 ) Timely statement of balance ( i ) Requirement. Upon request by the administrator of an estate, a card issuer must provide the administrator with the amount of the balance on a deceased consumer 's account in a timely manner.

( ii ) Safe harbor. For purposes of paragraph ( c ) ( 2 ) ( i ) of this section, providing the amount of the balance on the account within 30 days of receiving the request is deemed to be timely.

( 3 ) Limitations after receipt of request from administrator ( i ) Limitation on fees and increases in annual percentage rates. After receiving a request from the administrator of an estate for the amount of the balance on a deceased consumer 's account, a card issuer must not impose any fees on the account ( such as a late fee, annual fee, or over-the-limit fee ) or increase any annual percentage rate, except as provided by 1026.55 ( b ) ( 2 ).

( ii ) Limitation on trailing or residual interest. A card issuer must waive or rebate any additional finance charge due to a periodic interest rate if payment in full of the balance disclosed pursuant to paragraph ( c ) ( 2 ) of this section is received within 30 days after disclosure."
2023-05-13 00:00:00,Credit card or prepaid card,"CITIBANK, N.A.",VA,"Disputed charge : Did not authorize charge, did not recognize charge. Opened a dispute with LL Bean Mastercard. 

LL Bean Mastercard case # XXXX Transaction Date : XX/XX/XXXX, Amount {$50.00} Dispute first entered : XX/XX/XXXX {$50.00} On the statement, this information was shown : Transaction Date XX/XX/XXXX DESCRIPTION XXXX XXXX XXXX XXXX WA Amount {$50.00} Statement Date XX/XX/2023 Reference Number XXXX POSTED Transaction ID XXXX Merchant Category XXXX XX/XX/XXXX, signed the required letter and uploaded it to the LL Bean Mastercard site . LL Bean Mastercard required us to sign the letter, stating that we are disputing the charge and that we had not authorized the charge, and that, if needed, the account would be closed and a new card issued. 

After waiting for information, I realized that the Mastercard activity showed a phone number for the XXXX transaction, so I called the number shown. Also, we only use our LL Bean card for LLBean purchases. We never use it for anything else. We use a different XXXX credit card for all other purchases. Our XXXX account does not have the LLBean credit card. When I called the XXXX number, the person on XXXX looked up the transaction, and said the transaction was for a gift card, and was under the name of a different person, not anyone in my household. I have the chat history for that. 

I submitted that information to Mastercard. At first it seemed they resolved in our favor, but then they reopened it, and said that we put in the charge and that we now had to pay a late fee. So I re-opened a dispute in XXXX. Then they said that I need to submit proof that it was fraudulent, by uploading documents or proof. I have been trying to upload screen shots of my chat with XXXX, but the Mastercard website has an error that does not allow uploading documents. It seems that they are making me run around in circles and making it very difficult to prove that we did not authorize the transaction."
2023-09-25 00:00:00,Credit card,FIRST NATIONAL BANK OF OMAHA,GA,"I saw an ad for the XXXX XXXX credit card on the XXXX XXXX XXXX dealer website. The ad said get a {$100.00} statement credit after 1st. purchase at the dealer. I called several times the First National Bank of Omaha, XXXX XXXX XXXX XXXX XXXX XXXX on how to get the credit and about a long delay in receiving the credit card. I made the 1st. purchase on XXXX at XXXX XXXX XXXX. I called the bank on XXXX because I did not get the {$100.00} statement credit. I spoke with manager XXXX. He said I will not get the {$100.00} statement credit because I took too long to make 1st. purchase. The several telephone calls I made did not explain the time limit on 1st. purchase. I think 1st. Natl. Bank of Omaha should give me the {$100.00} statment credit."
2023-12-20 00:00:00,Credit card,Experian Information Solutions Inc.,IL,"Take a look at the attached documents. I request the bureau to commence an investigation into these accounts, as I am never late on them, yet they are inaccurately reporting me."
2026-03-16 00:00:00,Credit card,"BANK OF AMERICA, NATIONAL ASSOCIATION",MD,"I disputed a {$660.00} credit card charge from XXXX XXXX XXXX because I never authorized the work that was billed. 

I brought my vehicle to the shop for a state safety inspection only. I did not authorize any additional repairs or services. 

After the inspection was completed, the merchant charged my credit card {$660.00} for additional work that I never approved. At no point did I sign a repair authorization, estimate, work order, or receipt agreeing to these charges. 

When I disputed the charge with Bank of America, the merchant informed Bank of America that I authorized the work. However, the only documentation that exists is an unsigned repair order and an inspection receipt. The merchant later provided a receipt with a signature line that does not contain my signature. The receipt contains a signature line that does not contain my signature. The repair work order does not contain any signature or authorization from me. 

Despite the lack of any signed authorization, Bank of America denied my dispute and stated that documentation showed I authorized the transaction. 

I mailed a written escalation to Bank of America requesting copies of the documentation they relied upon to determine that I authorized the charge, including any signed receipt or repair authorization. To date, no document bearing my signature has been provided. 

This dispute is not about dissatisfaction with services. It is about a charge being processed without my authorization and the bank concluding that authorization existed without producing evidence showing my consent. 

To date, no document bearing my signature authorizing the additional work has been produced."
2023-09-30 00:00:00,Credit card,"Bread Financial Holdings, Inc.",CO,"I sent in a check for the final bill, which would have paid it in full, they said it was late, but was sent in plenty of time. they charged me a XXXX fee. I closed the account they continued to charge me late fees. and interest on the account. 

They are a dishonest company. 

I recommend that no one use Comenity Capital Bank. They refused to cooperate and ended up charging me XXXX and a promise to continue to charge late fees. 

I have never had any credit card company try to pull this kind of XXXX. Even though the account was closed they continue to charge late fees and raise them each month."
2025-05-19 00:00:00,Credit card,BARCLAYS BANK DELAWARE,CA,"I was fraudulently charged 2 transactions on XX/XX/year>XXXX  for {$19000.00} and also on XX/XX/year>XXXX  for {$500.00} by a merchant by the name of XXXX XXXX XXXX XXXX XXXX from XXXX, TX on my Barclays XXXX XXXX Credit Card. I have attempted to dispute and claim the charge as fraud because I NEVER authorized the charges to be made to my card. I never gave them any authorization or signed anything to give them permission to make these 2 charges to my account. I have asked numerous time for the credit card company to investigate so they can see that they were never authorized to charge the card but the credit card company has refused to investigate the charges, even though I have been asking since XXXX of XXXX  that these charges need to be reversed and disputed because it is fraudulent and were never given authorization from myself for these charges to occur."
2025-03-14 00:00:00,Credit card,CAPITAL ONE FINANCIAL CORPORATION,IL,"I received an email XX/XX/year> that my credit limit had been decreased from {$35000.00} to {$12000.00}. The reason in the email is that during a regular account review it was noticed that I was only using a portion of my available credit. I used the link provided in the email to request my limit be reinstated. When I completed the information required, the last step said I was ineligible to make this request because my credit limit had been increased or decreased over the past several months. I then call Capital One and spoke with customer service, customer service supervisor, credit limit customer service and finally a credit limit supervisor. The last supervisor said I had no options to have this reviewed and that my request would not be escalated to a higher level. 
I have had this Capital One XXXX card for over XXXX. During that time I increased my credit limit several times without issue. I always pay on time and have done what was requested of me. The biggest problem with this credit limit reduction is that it effects my credit score. I have a credit score over XXXX which I have worked hard to maintain. All I'm requesting is that Capital One reinstate my previous credit limit."
2023-10-25 00:00:00,Credit card,"CITIBANK, N.A.",FL,XXXX charge with XXXX  amount XXXX XXXX charge car rental company about XXXX Spoke to managers at the dispute dept and customer service they dont appreciate customers time and were not knowledgeable about dispute process.
2023-08-10 00:00:00,Credit card or prepaid card,WELLS FARGO & COMPANY,CA,"On XX/XX/2023, XXXXXXXX XXXX., I received a notification that there was a withdrawal in the amount of {$300.00} ATM Transaction and {$1000.00} ATM Transaction from a card ending with XXXX. It asked me to reply Y if authorized or STOP to STOP msgs. I replied STOP to but did not press Y to authorize the charges. Also, the card ending XXXX is not a card that was ever issued to me. Once I noticed I pressed stop and didn't respond with Y, I called Wells Fargo Customer Service and told them I had unauthorized charges and they were unable to help me because the Legal department was closed. I showed up in person to my local Wells Fargo Bank on the very next day, XX/XX/2023. The banker was able to confirm that two checking accounts were opened in my name without authorization from XXXX XXXX and that funds from my credit account were moved into one of the accounts and then withdrawn. I have received multiple decisions from telling me I am not liable to telling me I am liable for the fraudulent charges which has been very confusing and stressful. One of the employees from Wells Fargo is making accusations that the transfer was authorized from my IP address which is completely false. I also received a letter stating instead of {$4300.00} I have charges in the amount of {$6600.00} that were authorized by me and my claim has been closed. I have been meeting with the same banker and it's still ongoing locally. I really hope we can resolve this issue as I am XXXX XXXX XXXX and retired and I really want to resolve this as I live on a fixed income and shouldn't have to pay for something that was unauthorized on my account. Wells Fargo even claims you wont be held responsible for promptly reported unauthorized card transactions which I did that very night by calling customer service."
2024-01-09 00:00:00,Credit card,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OH,"Please see the attached documents. I urge the bureau to begin an investigation into these accounts, as I am consistently on time, yet they are incorrectly reported as late."
2024-07-16 00:00:00,Credit card,Resurgent Capital Services L.P.,PA,LVNV funding LLC. This company wants me to pay for a credit card I paid on but refuse to work with me. Have now sent my information to a lawyer and they are coming after me. They wouldnt work with me I paid as agreed.
2023-10-30 00:00:00,Credit card,SYNCHRONY FINANCIAL,TX,"I currently have an Amazon Store Card issued by Synchrony. My problem first originated over a month ago by Amazon on XX/XX/XXXX. I ordered a XXXX XXXX using the Amazon Store Card which was shipped but never delivered to me by their in house delivery company. After reaching out to Amazon Customer Service a few days after the expected delivery date, I was told they have to wait 30 days from date of purchase before they can issue a refund. I did unfortunately made the mistake of ordering another XXXX XXXX in hopes to replace the item that never arrived. The second XXXX XXXX did arrive and I held on to it unopened as I waited for resolution of the lost unit. After a few weeks of going back and forth with Amazon regarding the lost product, I decided I didn't want to keep the second XXXX as their customer service left an awful experience for me. The second laptop was returned and I received my refund posted to the XXXX XXXX on XX/XX/XXXX. At which time, the Synchrony app updated the minimum payment due from the original {$630.00} down to some amount in the {$400.00} range. I was relieved to see they would adjust the minimum payment due as a large refund took place. 

On XX/XX/XXXX, a full month after my original purchase, I contacted Amazon again asking for my refund. At which time, the customer service agent assured me I will get my refund, which again never came. I reached out 5 days later on XX/XX/XXXX and again a customer service agent assured me I would get a refund. However due to my previous experience, I requested to speak to a supervisor to get my refund. The supervisor was able to issue my refund during our conversation with no further issues from Amazon themselves. After the second large refund posted to my account, the Synchrony app again updated the minimum payment due to {$210.00}. A couple days later on XXXX XXXX, I manually paid the {$210.00} minimum payment through the Synchrony Mobile App. I thought my ordeal was done with this saga.

However two days later on XX/XX/XXXX, Synchrony debited my bank account for the {$410.00} difference from my manual payment to the original minimum payment. When I called Synchrony customer service, why their App was showing an updated minimum payment while they billed my bank account for the previous minimum. The agent said, something in the tune of "" you should not trust the app, and only check your account information on the website ''. The customer service agent consulted with others on her team and said they can not return the extra payment since the minimum payment hasn't changed. 

The app I've using the entire time was the Synchrony App, not Amazon app for clarification. If their own app was showing an updated minimum balance from large refunds it would be natural to believe that Synchrony was updating the minimum due in their systems. It is extremely deceiving to have their own company app show a decreasing minimum due from large refunds if such changes were not occurring in reality."
2024-10-01 00:00:00,Credit card,TD BANK US HOLDING COMPANY,SC,"XX/XX/XXXX, I had unknown and unauthorize charges on my account. The company "" TD Bank '' removed XXXX charge for the lesser amount of {$11.00}, the XXXX charge for higher amount of {$100.00}, TD Bank refused to remove. TD Bank close the card that was compromised and issued me new cards. The XXXX charged happen on the compromised card, TD Bank transferred the {$100.00} charge to the new card. TD Bank stated to me, the XXXX charge can not be disputed because is it XXXX 's policy : since I had done business ( XXXX prior ) and approved charges with this company "" XXXX '', that I was not able to dispute the charge. I contacted XXXX, they keep telling me that they have refunded the amount to the same card. In XX/XX/XXXX I paid the original amount of {$100.00}. XX/XX/XXXX TD Bank refuses to remove the late fees and interest charges in the amount of {$200.00}. I have fully paid this account now. This XXXX account has caused my credit score to drop, it has caused my interest rates on my loans to go up. I have had this account with TD Bank since XXXX, never have I missed a payment, nor have I carried a balance."
2025-03-08 00:00:00,Credit card,Chime Financial Inc,GA,"I noticed XXXX charges on my XXXX XXXX credit card with Chime that I did not recognize. Both charges were from the same merchant : XXXX. XXXX charge was for {$99.00} and another for {$200.00}. I immediately called Chime, canceled my card, and began the dispute process. This was on XX/XX/year>. I provided documentation, such as my email correspondence with the merchant ( confirming it was a fraudulent charge, and the merchant offered a store-credit, which I declined due to this store being over 1,000 miles away from me ), proof of my being at work-in another state than where the charge was made, a police report, and written statements. This dispute has been denied four times, and when I request the documents they used to find no error was made, they have only ever sent me my initial dispute intake form that I filled out. No documents from the merchant, no other investigation documents. This dispute is currently in another open rebuttal, but has not yet reached a fair resolution. I call Chime every single day and get no assistance."
2024-02-06 00:00:00,Credit card,BANCO POPULAR DE PUERTO RICO,PR,"On XX/XX/XXXX I changed my credit card product with Banco Popular Puerto Rico to upgrade the XXXX XXXX to XXXX. With this product change the annual fee would increase from {$40.00} to {$99.00} as additional benefits were being introduced including but not limited to free first bag. 

My first trip with the XXXX was on XX/XX/XXXXXXXX XXXX  and had to pay the bag for the roundtrip. Upon inquiry to XXXX, I found out the Bank hadn't notify the airline of the product change and they needed the Bank to update the information. On XX/XX/XXXX, I contacted the Bank with the information provided by XXXX to look into it and request the bag fee that I had to pay even though the product includes the bag fee waiver. 

On XX/XX/XXXXXXXX XXXX I had to fly again and pay for the bags as the investigation was ongoing. 

By XX/XX/XXXX, I visited the XXXX XXXX to open a new claim for the roundtrip bags, submit travel and invoice evidence and follow up on the product update communication to XXXX. The response provided by the call agent was to show my credit card at the counter so that the XXXX agent will waive the bag fee. I communicated the bank call agent that this was an unfair and abusive treatment as my adult daughters have the same product and can purchase their bags through booking or check-in without any fees, and because I'm a XXXX XXXXXXXX XXXX XXXX woman I was being treated different. 

In XX/XX/XXXX, I received a call from the Bank that they had completed investigations and will make me whole for the {$140.00}. To date, the Bank only credited {$70.00} to the account. 

On the numerous times that I've called the Bank to follow up on the product update they have treated me unfairly. I contracted a product with the same terms and co ditions as my daughters but can't enjoy the benefits because the Bank in almost 7 months of having contracted the product has not provided XXXX the necessary information to access my benefits. 

Today, XX/XX/XXXXXXXX XXXX  I've opened up yet another claim to have the issue investigated and the remaining {$70.00} from bag fees credited. Note that to this date I've been paying interest on contracted benefits."
2024-01-23 00:00:00,Credit card,JPMORGAN CHASE & CO.,NY,"During XX/XX/year> I finally complained about JPMorgan Chase and requested proof the debt belonged to me. I asked for a copy of the contract with my wet signature. I never received it. Since that time the JP Morgan Chase has sort to sue me for something I have asked clarity on. They sent letter showing statements with my name and address, that does not prove debt is mine. As I have had mobile bills come to my address with my name and they were not from the carrier I do business with. So I am understanding that this is not proof of debt. I have been finding other inconveniences from having my information used without my consent so I asked for proof of debt not to be sued because I am looking for clarity from a big business claiming to have charged off this debt and now bullying me to pay."
2025-05-16 00:00:00,Credit card,"ACIMA CREDIT, LLC",FL,"The company acima and I came to settlement agreement on XX/XX/XXXX where I have XXXX scheduled payments of {$72.00}. On XX/XX/XXXX they processed a payment of {$100.00} which came out of my account on XX/XX/XXXX, I've been calling everyday and they said they issued the return and that everything is documented, they are delaying procrastinating because everytime I call it's a new person having no clue what's going on. On person tells me they issued the return and when I call the next day another person says they don't see anything about a return being started."
2024-09-12 00:00:00,Credit card,AMERICAN EXPRESS COMPANY,PA,"Subject : Formal Complaint and Cease and Desist Request Dear CFPB, I am writing to file a formal complaint against American Express, regarding an account that was improperly placed in collections and is now threatening private payments and not placed on my credit. 
I made multiple attempts to make payments on this account, but I was not informed that it would be sent to collections. The lack of communication and transparency regarding this matter has caused undue stress and financial concern. 
I request that AmericanExpress and its agents immediately cease and desist all collection activities related to this account, including any actions that threaten liens on my personal property. I also ask for a full investigation into their handling of my account and the communication failures that led to this situation. 
Thank you for your attention to this matter."
2025-08-14 00:00:00,Credit card,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,"My accounts was never late! I have had exceptional payment history with XXXX XXXXXXXX and all payments were placed on Autopay. This late payment that is reporting is a result on a systematic error on their end processing my payment. This was clearly a billing error made my the company and is not a reflection of my payment experience which violates USC Code 1681eb. This error has caused severe hard to my reputation, my character, my mode of living and to my family! I demand the late payment reported to be removed/updated. They are not in compliance with the following law. 15 USC 1666b and its requirements set the standards and the guidance for a creditor to treat a payment as late, yet they are reporting a payment as late and they did not comply with the law! 15 USC 1666b ( a ) Time to make payments A creditor may not treat a payment on a credit card account under an open end consumer credit plan as late for any purpose, unless the creditor has adopted reasonable procedures designed to ensure that each periodic statement including the information required by section 1637 ( b ) of this title is mailed or delivered to the consumer not later than 21 days before the payment due date. I have requested proof that this information was mailed or delivered 21 days before the payment due date and this information was requested in good faith pursuant rule 1002 and It was never provided. This is unfair, illegal, fraudulent, and not equitable to me as a consumer!"
2024-09-03 00:00:00,Credit card,CAPITAL ONE FINANCIAL CORPORATION,CA,"Capitol one credit card reps are XXXX and will disposition a call however... 
Capitol one reps don't appreciate the customer"
2023-07-29 00:00:00,Credit card or prepaid card,CAPITAL ONE FINANCIAL CORPORATION,FL,"I booked a flight through the Capital One travel portal, using my Capital One Venture X Business Card. 

I booked a "" fully refundable '' fare, and I have included the email I got after booking confirming that, as well as the cancellation email confirming that. 

But when I had to cancel the flight, Capital One did not refund me. Instead, they gave me a travel credit that can only be used through the Capital One travel portal, and I have closed my credit card, so there's no way for me to use that. 

I know this is not an issue with the XXXX XXXX -- this is an issue with Capital One, because I have booked a fully refundable ticket directly with XXXX XXXX before, and they do indeed provide a cash refund when you cancel. This is an issue where Capital One is being deceitful."
